Attack ID;Source 1;Report number;Source 2;Type of attack;Category;Hospital name;Governorate;Date;Month-year;Year-month;Month;Year; Killed staff FU ; Killed staff II ; Killed patients FU ; Killed patients II ; Killed individuals FU ; Killed individuals II ; Detained staff FU ; Detained staff II ; Detained patients FU ; Detained patients II ; Detained individuals FU ; Detained individuals II ; Injured staff FU ; Injured staff II ; Injured patients FU ; Injured patients II ; Injured individuals FU ; Injured individuals II ;Closure;Reopening;Comments
407;Insecurity Insight;NA;No;Raid;Siege, occupation of the facility or use as a military base;Nasser Hospital;Khan Younis;27-03-2024;mar-24;2024-03;3;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
408;Insecurity Insight;NA;No;Order of evacuation;Evacuation order;Nasser Hospital;Khan Younis;27-03-2024;mar-24;2024-03;3;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
409;Insecurity Insight;NA;No;Artillery;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;27-03-2024;mar-24;2024-03;3;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
410;Flash Update;147;Insecurity Insight;Denial of access to care;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;27-03-2024;mar-24;2024-03;3;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
411;Flash Update;151;No;Denial of access to care;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;27-03-2024;mar-24;2024-03;3;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
412;Flash Update;157,158;Insecurity Insight;Arrestation;Violence against individuals;Nasser Hospital;Khan Younis;27-03-2024;mar-24;2024-03;3;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
413;Flash Update;151;No;Denial of access to care;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;28-03-2024;mar-24;2024-03;3;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
414;Flash Update;148;Insecurity Insight;Firearm;Violence against individuals;Al Shifa Medical Hospital;Gaza City;28-03-2024;mar-24;2024-03;3;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;01-04-2024;27-05-2024;
415;Flash Update;148;Insecurity Insight;Bulldozer;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;31-03-2024;mar-24;2024-03;3;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
416;Flash Update;151;Insecurity Insight;Delivery impossible due to insecurity;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;05-04-2024;abr-24;2024-04;4;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
417;Flash Update;151;No;Delivery impossible due to insecurity;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;05-04-2024;abr-24;2024-04;4;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
418;Flash Update;152;No;Denial of delivery;Obstruction to healthcare delivery;Al Ahli Arab Hospital;Gaza City;12-04-2024;abr-24;2024-04;4;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
419;Flash Update;157;No;Delivery impossible due to insecurity;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;14-04-2024;abr-24;2024-04;4;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
420;Flash Update;156;Insecurity Insight;Not specified;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;19-04-2024;abr-24;2024-04;4;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
421;Flash Update;157;No;Delivery impossible due to insecurity;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;20-04-2024;abr-24;2024-04;4;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
422;Flash Update;157;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-Nuseirat;Deir al Balah;22-04-2024;abr-24;2024-04;4;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;07-01-2024;08-01-2025;
423;Flash Update;157;No;Order of evacuation;Evacuation order;Indonesian Hospital;Gaza North;23-04-2024;abr-24;2024-04;4;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
424;Insecurity Insight;NA;No;Military base;Siege, occupation of the facility or use as a military base;Turkish Friendship Hospital;Gaza City;23-04-2024;abr-24;2024-04;4;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
425;Flash Update;163;Insecurity Insight;Order of evacuation;Evacuation order;Al Najjar Hospital;Rafah;06-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;07-05-2024;;
426;Insecurity Insight;NA;No;Denial of access to care;Obstruction to healthcare delivery;European Hospital;Khan Younis;07-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
427;Flash Update;165;Insecurity Insight;delayed access to care due to insecurity;Obstruction to healthcare delivery;European Hospital;Khan Younis;09-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
428;Insecurity Insight;NA;No;Order of evacuation;Evacuation order;Kuwait Hospital;Rafah;13-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
429;Flash Update;169;No;Order of evacuation;Evacuation order;Indonesian field Hospital;Rafah;14-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
430;Insecurity Insight;NA;No;Lack of fuel;Obstruction to healthcare delivery;European Hospital;Khan Younis;14-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
431;Insecurity Insight;NA;No;Siege;Siege, occupation of the facility or use as a military base;Al Awda Hospital-North;Gaza North;19-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
432;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;19-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
433;Flash Update;168;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;19-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
434;Flash Update;168;No;Order of evacuation;Evacuation order;Al Awda Hospital-North;Gaza North;20-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
435;Flash Update;168;No;Order of evacuation;Evacuation order;Kamal Adwan Hospital;Gaza North;20-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
436;Flash Update;168;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;20-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
437;Flash Update;169;No;Sniper;Violence against individuals;Al Awda Hospital-North;Gaza North;20-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
438;Flash Update;169;No;Artillery;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;20-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
439;Flash Update;169;Insecurity Insight;Hit;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;21-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;21-05-2024;03-06-2024;
440;Flash Update;169;Insecurity Insight;Hit;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;21-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
441;Flash Update;169;Insecurity Insight;Hit;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;21-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
442;Flash Update;169;Insecurity Insight;Hit;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;21-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
443;Flash Update;169;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;21-05-2024;may-24;2024-05;5;2024;2;2; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;unspecified number of injured
444;Flash Update;170;Insecurity Insight;Raid;Siege, occupation of the facility or use as a military base;Al Awda Hospital-North;Gaza North;22-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
445;Flash Update;170;Insecurity Insight;Lack of fuel;Obstruction to healthcare delivery;Al Aqsa Hospital;Deir al Balah;23-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
446;Insecurity Insight;NA;No;Lack of fuel/medical supply;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;26-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
447;Flash Update;172;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Kuwait Hospital;Rafah;27-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
448;Insecurity Insight;NA;No;Military base;Siege, occupation of the facility or use as a military base;Noura Al-Kaabi;Gaza North;27-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
449;Insecurity Insight;NA;No;Bomb;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;28-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
450;Flash Update;172;Insecurity Insight;delayed access to care due to insecurity;Obstruction to healthcare delivery;Al Quds field Hospital;Rafah;29-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;02-06-2024;;
451;Flash Update;174;No;Not specified;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;31-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
452;Flash Update;174;No;Not specified;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;31-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
453;Insecurity Insight;NA;No;Setting fire;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;31-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
454;Flash Update;174;No;Military base;Siege, occupation of the facility or use as a military base;Indonesian Hospital;Gaza North;31-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;31-05-2024;14-06-2024;
455;Flash Update;173;No;Lack of fuel;Obstruction to healthcare delivery;Al Hela Al-Emarati Hospital;Rafah;31-05-2024;may-24;2024-05;5;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;31-05-2024;;
456;Insecurity Insight;NA;No;Order of evacuation;Evacuation order;Amercian field Hospital;Unkown;02-06-2024;jun-24;2024-06;6;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;31-05-2024;;
457;Flash Update;174;No;Shelling;Violence with heavy weapons, fire or chemical agent;Indonesian Hospital;Gaza North;03-06-2024;jun-24;2024-06;6;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
458;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;04-06-2024;jun-24;2024-06;6;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
459;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Kuwait Hospital;Rafah;08-06-2024;jun-24;2024-06;6;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;27-05-2024;;
460;Insecurity Insight;NA;No;Threat;Violence against individuals;Al Aqsa Hospital;Deir al Balah;08-06-2024;jun-24;2024-06;6;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
461;Insecurity Insight;NA;No;Lack of fuel;Obstruction to healthcare delivery;Kuwait field Hospital;Khan Younis;23-06-2024;jun-24;2024-06;6;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
462;Flash Update;187;Insecurity Insight;Order of evacuation;Evacuation order;European Hospital;Khan Younis;02-07-2024;jul-24;2024-07;7;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;02-07-2024;25-08-2024;
463;Flash Update;188;Insecurity Insight;Hit;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;07-07-2024;jul-24;2024-07;7;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;07-07-2024;10-07-2024;
464;Flash Update;188;Insecurity Insight;Order of evacuation;Evacuation order;Al Ahli Arab Hospital;Gaza City;07-07-2024;jul-24;2024-07;7;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
465;Flash Update;188;No;Lack of fuel;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;07-07-2024;jul-24;2024-07;7;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
466;Flash Update;188;Insecurity Insight;Order of evacuation;Evacuation order;Patient Friends Association Hospital;Gaza City;08-07-2024;jul-24;2024-07;7;2024; -   ; -   ; -   ; -   ; -   ;2; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;08-07-2024;11-12-2024;
467;Flash Update;193;No;Denial of delivery;Obstruction to healthcare delivery;Al Ahli Arab Hospital;Gaza City;16-07-2024;jul-24;2024-07;7;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
468;Flash Update;193;No;Denial of delivery;Obstruction to healthcare delivery;Patient Friends Association Hospital;Gaza City;16-07-2024;jul-24;2024-07;7;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
469;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;22-07-2024;jul-24;2024-07;7;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
470;Insecurity Insight;NA;No;Lack of fuel/medical supply;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;23-07-2024;jul-24;2024-07;7;2024;5; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;end of siege: killed at least 5 doctors during the siege (added here in the data set). 
471;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Field Hospital;Deir al Balah;23-07-2024;jul-24;2024-07;7;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;2;2; -   ; -   ; -   ; -   ;;;
472;Insecurity Insight;NA;No;Not specified;Not specified;Kuwait Hospital;Rafah;03-08-2024;ago-24;2024-08;8;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
473;Flash Update;200;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Aqsa Hospital;Deir al Balah;04-08-2024;ago-24;2024-08;8;2024; -   ; -   ; -   ; -   ;5;5; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;15;16;;;
474;Flash Update;202;No;Order of evacuation;Evacuation order;Indonesian Hospital;Gaza North;08-08-2024;ago-24;2024-08;8;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
475;Insecurity Insight;NA;No;Lack of fuel;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;17-08-2024;ago-24;2024-08;8;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
476;Flash Update;206;Insecurity Insight;Lack of fuel;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;19-08-2024;ago-24;2024-08;8;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
477;Insecurity Insight;NA;No;Lack of fuel/medical supply;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;19-08-2024;ago-24;2024-08;8;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
478;Flash Update;209;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;24-08-2024;ago-24;2024-08;8;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
479;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Ahli Arab Hospital;Gaza City;01-09-2024;sept-24;2024-09;9;2024; -   ; -   ; -   ; -   ; -   ;2; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
480;Insecurity Insight;NA;No;Lack of fuel;Obstruction to healthcare delivery;Not specified;Gaza City;09-09-2024;sept-24;2024-09;9;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
481;Flash Update;215;Insecurity Insight;Lack of fuel;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;09-09-2024;sept-24;2024-09;9;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
482;Insecurity Insight;NA;No;Chemical agent;Violence with heavy weapons, fire or chemical agent;Kamal Adwan Hospital;Gaza North;07-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
483;Insecurity Insight;NA;No;Threat;Violence against individuals;Kamal Adwan Hospital;Gaza North;08-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
484;Insecurity Insight;NA;No;Siege;Siege, occupation of the facility or use as a military base;Kamal Adwan Hospital;Gaza North;08-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
485;Insecurity Insight;NA;No;Firearm;Violence against individuals;Kamal Adwan Hospital;Gaza North;08-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;08-10-2024;09-10-2024;
486;Insecurity Insight;NA;No;Threat;Violence against individuals;Indonesian Hospital;Gaza North;08-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
487;Insecurity Insight;NA;No;Order of evacuation;Evacuation order;Indonesian Hospital;Gaza North;08-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
488;Flash Update;229;Insecurity Insight;Denial of access to care;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;08-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
489;Flash Update;229;No;Denial of delivery;Obstruction to healthcare delivery;Al Awda Hospital-North;Gaza North;09-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
490;Flash Update;229;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Yamas As Saeed Hospital;Gaza North;09-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ;17;17; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
491;Insecurity Insight;NA;No;Denial of delivery;Obstruction to healthcare delivery;Not specified;Gaza North;10-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
492;Flash Update;229;No;Lack of fuel;Obstruction to healthcare delivery;Indonesian Hospital;Gaza North;10-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
493;Insecurity Insight;NA;No;Denial of access to care;Obstruction to healthcare delivery;Kamal Adwan Hospital;Gaza North;11-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
494;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-Nuseirat;Deir al Balah;12-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
495;Insecurity Insight;NA;No;Arrestation;Violence against individuals;Kamal Adwan Hospital;Gaza North;13-10-2024;oct-24;2024-10;10;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;13-10-2024;14-10-2024;Many arrests of paramedics were done during the evacuation.
