Attack ID;Source 1;Report number;Source 2;Type of attack;Category;Hospital name;Governorate;Date;Month-year;Year-month;Month;Year; Killed staff FU ; Killed staff II ; Killed patients FU ; Killed patients II ; Killed individuals FU ; Killed individuals II ; Detained staff FU ; Detained staff II ; Detained patients FU ; Detained patients II ; Detained individuals FU ; Detained individuals II ; Injured staff FU ; Injured staff II ; Injured patients FU ; Injured patients II ; Injured individuals FU ; Injured individuals II ;Closure;Reopening;Comments
285;Flash Update;101;No;Siege;Siege, occupation of the facility or use as a military base;Al-Khair Hospital;Khan Younis;24-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;25-01-2024;14-06-2024;
286;Insecurity Insight;NA;No;Artillery;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;25-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
287;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;25-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
288;Insecurity Insight;NA;No;Lack of fuel/medical supply;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;25-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
289;Flash Update;103;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;26-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
290;Insecurity Insight;NA;No;Lack of fuel;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;26-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
291;Insecurity Insight;NA;No;Artillery;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;26-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
292;Insecurity Insight;NA;No;Order of evacuation;Evacuation order;Nasser Hospital;Khan Younis;26-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
293;Insecurity Insight;NA;No;delayed access to care due to insecurity;Obstruction to healthcare delivery;European Hospital;Khan Younis;26-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
294;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;28-01-2024;ene-24;2024-01;1;2024; -   ; -   ;2; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
295;Flash Update;105;No;delayed access to care due to insecurity;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;29-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
296;Flash Update;105,107;Insecurity Insight;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;29-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
297;Insecurity Insight;NA;No;Siege;Siege, occupation of the facility or use as a military base;Al Shifa Medical Hospital;Gaza City;29-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
298;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;29-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;unspecified number of injured individuals
299;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;29-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;5;;;
300;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;29-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
301;Flash Update;106;No;Raid;Siege, occupation of the facility or use as a military base;Al Amal Hospital;Khan Younis;30-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
302;Flash Update;106;Insecurity Insight;Order of evacuation;Evacuation order;Al Amal Hospital;Khan Younis;30-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
303;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;30-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ;1;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;9;9;;;
304;Flash Update;106;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;30-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
305;Insecurity Insight;NA;No;Bomb;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;30-01-2024;ene-24;2024-01;1;2024;1;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
306;Flash Update;106;Insecurity Insight;Raid;Siege, occupation of the facility or use as a military base;Al Amal Hospital;Khan Younis;31-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
307;Flash Update;107;Insecurity Insight;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;31-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
308;Insecurity Insight;NA;No;Bomb;Violence with heavy weapons, fire or chemical agent;Al Awda Hospital-North;Gaza North;31-01-2024;ene-24;2024-01;1;2024;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
309;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Awda Hospital-North;Gaza North;31-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
310;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;31-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
311;Insecurity Insight;NA;No;Inaccessible due to insecurity;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;31-01-2024;ene-24;2024-01;1;2024; -   ; -   ;1;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
312;Flash Update;107;Insecurity Insight;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Shifa Medical Hospital;Gaza City;31-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;several people were killed in the maternity ward, no number stated
313;Insecurity Insight;NA;No;Raid;Siege, occupation of the facility or use as a military base;Al Shifa Medical Hospital;Gaza City;31-01-2024;ene-24;2024-01;1;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
314;Flash Update;108;No;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;01-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
315;Flash Update;108;Insecurity Insight;Raid;Siege, occupation of the facility or use as a military base;Al Amal Hospital;Khan Younis;01-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1;;;
316;Flash Update;109;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;02-02-2024;feb-24;2024-02;2;2024;1;1; -   ; -   ;3; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
317;Flash Update;109;No;Airstrike;Violence with heavy weapons, fire or chemical agent;European Hospital;Khan Younis;03-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
318;Flash Update;110;No;Interrogation;Violence against individuals;Al Amal Hospital;Khan Younis;05-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
319;Insecurity Insight;NA;No;Firearm;Violence against individuals;Al Amal Hospital;Khan Younis;05-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ;2; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
320;Flash Update;110;Insecurity Insight;Arrestation;Violence against individuals;Al Amal Hospital;Khan Younis;05-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1;1;1;1;;;
321;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;06-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
322;Flash Update;113;Insecurity Insight;Artillery;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;07-02-2024;feb-24;2024-02;2;2024; -   ; -   ;4;4; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
323;Flash Update;110,113;Insecurity Insight;Lack of fuel/medical supply;Obstruction to healthcare delivery;Al Amal Hospital;Khan Younis;07-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ;5; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;unspecified number of injured
324;Flash Update;114;No;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;07-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
325;Insecurity Insight;NA;No;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Shifa Medical Hospital;Gaza City;08-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
326;Flash Update;114;Insecurity Insight;Denial of access to care;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;08-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ;;;
327;Flash Update;114;Insecurity Insight;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;08-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
328;Insecurity Insight;NA;No;Artillery;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;08-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;unspecfied number of injured
329;Insecurity Insight;NA;No;Firearm;Violence against individuals;Nasser Hospital;Khan Younis;08-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ;4;4; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
330;Flash Update;115;Insecurity Insight;Firearm;Violence against individuals;Nasser Hospital;Khan Younis;08-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
331;Flash Update;116;Insecurity Insight;Raid;Siege, occupation of the facility or use as a military base;Al Amal Hospital;Khan Younis;09-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
332;Insecurity Insight;NA;No;Denial of delivery;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;09-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ;4; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
333;Flash Update;116;Insecurity Insight;Arrestation;Violence against individuals;Al Amal Hospital;Khan Younis;09-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
334;Flash Update;116;Insecurity Insight;Physical abuse;Violence against individuals;Al Amal Hospital;Khan Younis;09-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ;9; -   ;4; -   ;5; -   ; -   ; -   ; -   ; -   ; -   ;;;
335;Flash Update;116;No;Firearm;Violence against individuals;Nasser Hospital;Khan Younis;10-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;main entrance and vehicules were damaged by IDF
336;Flash Update;116;No;Firearm;Violence against individuals;Nasser Hospital;Khan Younis;10-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
337;Insecurity Insight;NA;No;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;11-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1;;;
338;Insecurity Insight;NA;No;Not specified;Not specified;Al Amal Hospital;Khan Younis;11-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ;7;7; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;14;14;;;
339;Flash Update;116;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;11-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
340;Insecurity Insight;NA;No;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;11-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ;4; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
341;Flash Update;117;Insecurity Insight;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;12-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;waterpipes broken: sewage in the ER
342;Flash Update;117;Insecurity Insight;Airstrike;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;12-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
343;Insecurity Insight;NA;No;Threat;Violence against individuals;Nasser Hospital;Khan Younis;12-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
344;Insecurity Insight;NA;No;Shelling;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;12-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;IDF demolished a wall, how? Not mentionned
345;Flash Update;119;No;Denial of delivery;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;12-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
346;Insecurity Insight;NA;No;Not specified;Not specified;Nasser Hospital;Khan Younis;13-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ;70;70; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
347;Flash Update;118;Insecurity Insight;Order of evacuation;Evacuation order;Nasser Hospital;Khan Younis;13-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;after the raid, power was cut off leading to the death of 5 patients
348;Flash Update;119;Insecurity Insight;Not specified;Violence with heavy weapons, fire or chemical agent;Patient Friends Association Hospital;Gaza City;13-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;13-02-2024;21-06-2024;
349;Insecurity Insight;NA;No;Setting fire;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;13-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;1;1; -   ; -   ; -   ; -   ;;;
350;Flash Update;118;Insecurity Insight;Sniper;Violence against individuals;Nasser Hospital;Khan Younis;13-02-2024;feb-24;2024-02;2;2024; -   ; -   ;1;1; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;many others injured
351;Flash Update;119;No;Order of evacuation;Evacuation order;Nasser Hospital;Khan Younis;14-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
352;Flash Update;119;Insecurity Insight;Hit;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;14-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
353;Flash Update;119;Insecurity Insight;Hit;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;14-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
354;Flash Update;119;Insecurity Insight;Denial of delivery;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;14-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
355;Flash Update;119;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;14-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;13-02-2024;14-02-2024;
356;Flash Update;119,121;Insecurity Insight;Arrestation;Violence against individuals;Nasser Hospital;Khan Younis;15-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
357;Flash Update;119,121;Insecurity Insight;Occupation of facility;Siege, occupation of the facility or use as a military base;Nasser Hospital;Khan Younis;15-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ;3;3; -   ; -   ; -   ; -   ; -   ; -   ; -   ;2; -   ; -   ;10;8;;;
358;Flash Update;119;No;Shelling;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;15-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;unspecified number of casualties
359;Flash Update;120;Insecurity Insight;Shelling;Violence with heavy weapons, fire or chemical agent;Nasser Hospital;Khan Younis;15-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
360;Flash Update;120;Insecurity Insight;Lack of fuel/medical supply;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;15-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
361;Insecurity Insight;NA;No;Denial of delivery;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;16-02-2024;feb-24;2024-02;2;2024; -   ; -   ;8;5; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
362;Insecurity Insight;NA;No;Hit;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;16-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
363;Insecurity Insight;NA;No;Denial of delivery;Obstruction to healthcare delivery;Nasser Hospital;Khan Younis;17-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
364;Flash Update;121;Insecurity Insight;Artillery;Violence with heavy weapons, fire or chemical agent;Al Amal Hospital;Khan Younis;18-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;18-02-2024;25-02-2024;
365;Insecurity Insight;NA;No;Military base;Siege, occupation of the facility or use as a military base;Nasser Hospital;Khan Younis;18-02-2024;feb-24;2024-02;2;2024; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;;
